full_name,age,gender,employment_status,occupation,monthly_income,education_level,residential_status,marital_status,employment_duration,industry,hobbies,user_id,num_accounts,total_account_balance,avg_daily_balance,total_monthly_inflow,total_monthly_outflow,num_wallets,total_wallet_balance,avg_wallet_transaction,num_utility_bills,avg_utility_amount,overdue_bills,rent_amount,rent_status,monthly_plan_cost,credit_score,risk_category
Kevin Howard,25,Male,Employed,"Engineer, civil (contracting)",6635.67,Bachelor,Family Home,Married,4,Finance,['Traveling'],0f253c99-3f59-4912-ada4-27599952678f,1,6582.67,4775.79,6305.63,4007.82,3,699.99,63.39333333333334,3,215.36333333333334,0,1388.77,Paid,84.0,634,Medium
Brian Hopkins,26,Female,Fresh Graduate,Proofreader,9876.59,Master,Rent,Married,7,Healthcare,"['Traveling', 'Fitness']",086bc5c6-e8a9-4c14-8225-91e73bafaa64,1,13250.0,1403.16,10046.07,6403.14,2,658.7,53.615,2,76.58500000000001,1,1488.2,Paid,53.0,646,Medium
Frances Johnson DDS,26,Female,Fresh Graduate,"Therapist, music",13231.63,Master,Family Home,Married,2,Finance,"['Reading', 'Music']",f31d343e-2712-4e16-a8fb-6c99b5c42572,1,8773.26,1371.6,14116.18,10739.69,3,459.93,49.77,4,83.64750000000001,1,634.12,Paid,143.0,633,Medium
William Morris,25,Male,Fresh Graduate,Clinical psychologist,3591.35,Diploma,Rent,Single,3,Technology,['Fitness'],dae14d74-40be-4b77-b7c6-7458e65a019b,1,14936.35,500.13,3714.52,3157.54,4,1270.28,63.095,4,158.85750000000002,0,865.84,Paid,127.0,603,Medium
Joseph Franklin,25,Female,Employed,"Programmer, systems",6671.24,Diploma,Family Home,Single,6,Finance,"['Gaming', 'Sports', 'Reading']",ccd254fe-e5ff-410c-b996-af32b7b14215,2,11919.11,5132.58,12388.14,10054.25,3,520.77,50.98,3,222.25333333333333,0,698.31,Paid,133.0,644,Medium
Steven Cochran,29,Female,Employed,"Buyer, retail",11414.16,Diploma,Family Home,Single,2,Technology,"['Photography', 'Traveling']",741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f,2,25606.9,4960.745,24007.65,15452.369999999999,4,1250.63,47.2025,2,110.94,0,695.47,Paid,49.0,596,High
Robert Phillips,27,Female,Employed,Geochemist,12422.9,Master,Family Home,Single,4,Education,['Gaming'],28787fbc-6f1a-428c-800a-aa3d2bd825dd,1,2146.83,5968.25,11527.51,11176.12,2,415.44,29.189999999999998,2,132.885,0,643.8,Paid,91.0,483,High
Trevor Schmidt,27,Male,Contract,Civil Service administrator,2989.92,Diploma,Family Home,Single,6,Finance,['Sports'],8779cdab-2264-4286-b2eb-ddb2be5b0b94,1,5677.2,5075.73,2847.97,2207.51,3,700.8399999999999,62.03333333333333,2,243.3,0,1608.72,Paid,51.0,560,High
Gregory Williams,29,Female,Fresh Graduate,Theme park manager,5621.43,Bachelor,Family Home,Single,1,Technology,"['Gaming', 'Music', 'Cooking']",a6a8b18f-e249-447a-b459-2b8fb038306d,2,16439.44,9342.375,11829.04,9406.02,2,870.0999999999999,61.760000000000005,3,128.9333333333333,0,1870.4,Paid,126.0,506,High
Carol Hughes,29,Male,Contract,Freight forwarder,8362.38,Master,Family Home,Married,5,Technology,"['Music', 'Gaming']",4dc65a20-ebe6-4066-97ce-336ee550b446,1,3562.22,6221.78,8619.17,6816.6,2,532.28,42.379999999999995,4,155.9175,1,912.11,Paid,105.0,553,High
Jessica Maynard DDS,25,Male,Contract,Sports coach,12966.84,Diploma,Family Home,Married,7,Healthcare,['Cooking'],645ca1f3-6377-4c95-9292-5821d0db966e,1,1585.8,8280.0,11867.56,10570.52,2,706.52,82.305,3,234.91333333333333,0,1694.75,Paid,102.0,453,High
Tanya Turner,28,Female,Contract,"Nurse, learning disability",3831.34,Bachelor,Family Home,Married,0,Education,['Gaming'],a3fcf16e-2a8a-424b-9558-6ae42153fb3b,1,2336.67,4527.88,3501.19,2690.65,3,1155.02,60.01,4,145.7925,0,1725.08,Paid,93.0,572,High
John Yang,24,Male,Contract,Estate manager/land agent,5166.68,Bachelor,Rent,Married,5,Technology,"['Fitness', 'Sports']",b4f97383-4625-4bc0-b340-2062e054e8ab,1,8655.55,3427.04,4682.94,4402.24,2,844.94,65.895,4,154.09,1,1367.91,Paid,137.0,538,High
Tricia Flores,22,Male,Employed,"Administrator, Civil Service",10797.16,Bachelor,Family Home,Single,6,Finance,"['Cooking', 'Photography', 'Gaming']",d71a9f8d-fe18-4936-bbec-d10c6d813707,1,10568.16,6335.83,10465.15,9688.85,3,676.88,46.56333333333333,3,90.71333333333332,0,1697.68,Paid,144.0,658,Medium
Leslie Ramirez,23,Male,Employed,"Engineer, aeronautical",13643.14,Bachelor,Family Home,Married,0,Healthcare,['Traveling'],0e791cb5-6a91-418f-a498-649970e5c8b3,2,5079.37,4197.445,26913.36,20476.489999999998,2,699.52,57.175,4,172.8075,0,1870.23,Paid,115.0,486,High
Mr. Mike Taylor,21,Female,Employed,Clinical molecular geneticist,3373.96,Master,Family Home,Single,3,Manufacturing,"['Traveling', 'Photography', 'Reading']",7e224cae-56c5-4ad9-909a-e6e3855e8293,1,12086.06,5701.72,3468.36,2078.89,4,1066.0,80.3675,4,192.9,1,1333.19,Paid,51.0,680,Medium
Hannah Johnson,28,Male,Contract,Radio broadcast assistant,7623.54,Bachelor,Rent,Single,9,Manufacturing,"['Sports', 'Traveling', 'Cooking']",182ed61e-96e3-4f05-bd63-a7d334b43190,2,7792.0,7079.335,15415.02,12179.76,4,819.67,63.74250000000001,4,151.24,0,1059.01,Paid,46.0,508,High
Robert Miles,21,Male,Contract,Health service manager,11870.57,Master,Rent,Married,0,Healthcare,['Cooking'],8050df6c-cc7d-4b0e-a11e-8a91ef59c9f7,1,11547.71,5718.04,12512.56,8273.01,2,810.74,71.33500000000001,2,247.935,0,1313.57,Paid,85.0,554,High
Julia Young,27,Female,Employed,IT sales professional,13004.36,Bachelor,Family Home,Single,3,Healthcare,"['Traveling', 'Music', 'Sports']",8fc16e74-3337-43aa-aa4c-340bafc63b7c,1,11569.59,4637.53,12756.16,9353.73,2,613.89,49.144999999999996,4,167.0,0,1561.35,Paid,111.0,702,Low
Melissa Olson,25,Male,Fresh Graduate,Tourist information centre manager,3137.89,Diploma,Rent,Married,9,Manufacturing,"['Photography', 'Sports']",018e3861-ca31-49d6-a48b-0360d3f9b972,1,9752.54,1830.77,3057.94,2125.34,3,866.52,60.27,2,131.26999999999998,0,1824.51,Paid,116.0,469,High
Julie Pope,21,Female,Contract,"Social research officer, government",7612.43,Diploma,Family Home,Married,0,Technology,"['Gaming', 'Sports', 'Photography']",3f2b1bb7-168d-4213-aa3f-d860b5b70969,1,7481.16,945.51,7525.66,5782.1,4,892.49,51.19,2,203.76,0,1009.0,Paid,30.0,633,Medium
Michelle Soto,29,Female,Contract,Quality manager,9934.46,Bachelor,Family Home,Married,4,Technology,"['Traveling', 'Sports', 'Reading']",05f6c018-e457-4d81-8daf-76e470678e99,2,23309.73,6446.22,18970.66,14442.16,2,597.67,41.995,4,191.015,0,1728.36,Pending,123.0,617,Medium
Monique Cole,22,Male,Contract,Museum/gallery exhibitions officer,13249.28,Bachelor,Family Home,Single,9,Healthcare,"['Music', 'Photography']",db74aa62-ffd3-404c-a496-919139ecf8ab,2,17586.82,1778.875,24616.989999999998,18827.17,2,489.23,33.11,3,205.67999999999998,1,1420.28,Paid,121.0,457,High
Jacob Clay,21,Male,Employed,Operational investment banker,4661.22,Bachelor,Family Home,Single,0,Manufacturing,"['Traveling', 'Gaming']",399cd113-d347-428a-acb7-1670382ac7a3,1,14007.67,517.09,4384.7,4040.63,4,1049.55,48.42,4,239.79749999999999,0,840.15,Paid,115.0,598,High
Wendy Carpenter,21,Male,Employed,Geophysicist/field seismologist,7992.44,Diploma,Family Home,Married,4,Manufacturing,['Music'],54805c9b-2017-4980-b459-dbd640a43e1c,1,950.24,4642.5,7975.78,7099.22,2,328.21,46.655,2,223.45,0,1536.45,Pending,117.0,690,Medium
Ricky Lam,26,Male,Employed,Merchant navy officer,9751.12,Bachelor,Rent,Single,6,Education,['Cooking'],7c5c3eb4-31ea-4895-9199-1f3349b94a0f,1,13594.15,4590.18,9075.97,8092.79,3,1058.17,49.16,2,124.55,0,1405.14,Paid,105.0,598,High
Jay Watson,22,Female,Contract,Site engineer,14698.64,Bachelor,Family Home,Single,1,Education,"['Reading', 'Fitness', 'Cooking']",709936d8-5a52-4e59-9c88-9528cec6bf6f,2,10350.119999999999,3720.5699999999997,30254.82,19815.010000000002,3,658.65,73.52666666666666,4,210.0825,0,1054.76,Paid,145.0,606,Medium
Melissa Shaffer,27,Male,Employed,Patent attorney,4704.46,Diploma,Family Home,Single,4,Manufacturing,"['Traveling', 'Reading']",2db2ad7e-f947-4713-8756-575a86ccc8b4,2,17581.69,2713.87,9418.91,6779.639999999999,2,190.55,93.13999999999999,2,189.815,0,800.8,Paid,68.0,559,High
Billy Anderson,23,Male,Employed,Barrister,5232.03,Master,Rent,Married,6,Manufacturing,"['Traveling', 'Music']",35a90527-2ca7-4685-88fe-b97ee78fd7ac,1,4787.47,4662.96,5194.04,4559.78,2,391.64,63.685,4,183.63,0,1982.41,Paid,34.0,620,Medium
John Webster,27,Male,Fresh Graduate,Geophysicist/field seismologist,10603.79,Diploma,Rent,Married,2,Manufacturing,['Reading'],4f5e9ab0-1b35-448b-b32d-8e6394a1da9a,2,9941.26,4868.6900000000005,20892.75,16086.529999999999,4,1017.03,30.0675,2,119.92500000000001,0,1600.19,Paid,102.0,528,High
Kayla Brown,26,Female,Contract,Town planner,13019.57,Master,Rent,Single,3,Manufacturing,"['Cooking', 'Reading', 'Sports']",16aba3c0-d1d8-4470-9e0b-684263af00f7,1,13018.73,3066.01,12592.32,10143.27,2,526.65,34.644999999999996,2,68.86,0,1240.76,Paid,55.0,574,High
Mary Jones,27,Female,Contract,"Engineer, manufacturing",4149.04,Diploma,Rent,Married,6,Healthcare,['Gaming'],9bfb7a9a-2621-4c7e-9386-cd082afbf206,1,1918.64,1511.78,3992.2,3419.75,2,374.34000000000003,57.89,3,237.75,1,753.33,Paid,83.0,529,High
Ian Smith,23,Female,Contract,"Journalist, newspaper",6735.3,Diploma,Rent,Married,2,Technology,"['Reading', 'Cooking', 'Photography']",372e05d6-2749-41ca-86fc-37900c7fa4e3,2,23475.75,2917.185,13784.81,9567.99,3,896.03,29.21666666666667,4,128.8625,0,1460.51,Paid,123.0,469,High
Samuel Chen,27,Female,Employed,Fine artist,10138.2,Diploma,Rent,Single,5,Healthcare,['Fitness'],2727d3f1-ca64-4df4-b891-cbd68b4986cb,1,11560.05,2836.22,10605.64,8762.34,2,765.71,52.025,4,171.635,0,1252.37,Pending,63.0,554,High
Anthony Silva,21,Female,Contract,Advice worker,13957.95,Master,Family Home,Married,6,Manufacturing,"['Gaming', 'Reading']",e09bd648-442f-4c06-8597-978b633c5587,2,19756.72,2925.5,26505.190000000002,19607.73,3,484.85,33.98666666666667,2,156.38,0,761.16,Paid,117.0,551,High
Mrs. Laura Dunlap,30,Female,Contract,Transport planner,3689.73,Master,Family Home,Married,2,Technology,"['Reading', 'Music', 'Gaming']",f43086a7-df4f-499a-b7af-5fe19f8985c0,1,6725.15,1865.58,3570.21,2367.94,4,1230.2,59.2225,3,163.34,0,1969.76,Paid,101.0,591,High
Shelly Garcia,25,Male,Fresh Graduate,Water quality scientist,5435.08,Master,Rent,Single,3,Technology,"['Music', 'Photography', 'Traveling']",41236078-5502-4cc2-ba7f-48158257df36,2,12992.36,6765.825,10558.119999999999,7597.23,3,1138.96,31.24,4,113.0875,0,942.59,Paid,142.0,506,High
Timothy Mosley,30,Male,Employed,Multimedia specialist,9228.92,Master,Rent,Married,6,Manufacturing,"['Reading', 'Gaming', 'Sports']",3af51c55-b92c-4069-b3a0-7b76f2f5a8c7,1,11528.16,3005.43,8623.14,5806.88,4,921.99,53.769999999999996,3,245.96333333333334,0,738.53,Paid,39.0,568,High
Laura Hudson,30,Female,Fresh Graduate,"Engineer, structural",13200.6,Diploma,Family Home,Married,2,Technology,"['Photography', 'Traveling', 'Cooking']",65e9ceca-db3e-4814-ae05-bda74b800933,1,9605.6,5494.88,12197.81,9891.93,3,949.44,33.29,4,176.71,0,1302.38,Paid,110.0,496,High
Jason Pope,21,Male,Contract,Illustrator,3663.58,Master,Rent,Married,3,Education,"['Gaming', 'Music']",90ccf05e-d68e-4076-afa2-717bcdf56a56,1,9938.98,2927.43,3845.89,2441.23,4,897.8,51.447500000000005,3,200.32333333333335,0,1428.7,Paid,56.0,602,Medium
Kristen Simmons,28,Male,Contract,Hospital pharmacist,7930.44,Bachelor,Family Home,Married,8,Finance,"['Traveling', 'Reading', 'Fitness']",98d0aeee-5164-4a3c-aa4f-a25f0f2ba2d3,2,8266.92,4418.495,15410.74,11358.349999999999,2,633.53,51.285,2,249.65999999999997,0,1851.52,Paid,150.0,588,High
Courtney Shaffer,29,Female,Contract,Land/geomatics surveyor,8055.61,Diploma,Family Home,Married,0,Education,"['Sports', 'Traveling']",d8608727-4462-4990-819f-51935ad0cebd,1,14043.78,9409.21,8023.8,5337.79,4,680.22,61.98,3,128.09333333333333,1,894.09,Paid,62.0,565,High
Tammy Hughes,27,Female,Employed,Optometrist,12299.75,Diploma,Rent,Married,3,Healthcare,['Music'],7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b,2,16766.190000000002,7083.344999999999,24357.78,19865.17,4,722.64,62.352500000000006,4,161.26500000000001,0,1003.42,Paid,73.0,597,High
Jennifer Lane,25,Male,Fresh Graduate,Lexicographer,4027.1,Master,Rent,Single,6,Technology,"['Fitness', 'Gaming']",ae8a1c01-0731-4101-b8f6-0adafd0bf340,1,8437.04,6445.43,4273.76,2967.98,2,806.4300000000001,65.98,3,143.79,0,513.26,Paid,42.0,524,High
Brian Moore,25,Female,Contract,Retail banker,6415.78,Master,Family Home,Single,1,Healthcare,['Photography'],a0c8f326-b068-4b5f-b674-26ac819d7038,2,14006.470000000001,5512.96,13357.939999999999,8121.99,3,953.9300000000001,58.843333333333334,3,207.56000000000003,0,1050.6,Paid,86.0,485,High
Patricia Martinez,29,Female,Contract,Art therapist,8268.13,Diploma,Family Home,Single,5,Manufacturing,"['Sports', 'Cooking', 'Gaming']",869a6b4c-4dcd-4919-b3d5-7f18ac166829,2,15622.31,7455.035,17448.14,11078.91,2,522.93,31.22,4,168.02,1,1450.07,Paid,63.0,504,High
Olivia Moody,26,Male,Contract,"Research officer, political party",12145.47,Diploma,Family Home,Married,9,Technology,"['Photography', 'Traveling']",1ddcb5b6-3965-455c-925c-75b74c23c43f,1,877.78,8105.02,12190.57,7730.86,3,412.71999999999997,41.406666666666666,2,83.91499999999999,0,916.89,Paid,75.0,649,Medium
William Martin,22,Male,Contract,Garment/textile technologist,4914.75,Master,Family Home,Single,2,Technology,"['Gaming', 'Traveling', 'Fitness']",92401903-2c31-41d0-882b-0ac826fe33cf,1,12760.66,6268.65,5050.68,3355.29,2,713.42,55.66,4,183.08999999999997,1,707.58,Paid,134.0,680,Medium
Jennifer Cooke,24,Female,Contract,"Designer, textile",6934.99,Bachelor,Rent,Married,5,Education,['Music'],ead3a40f-4129-44a7-922f-705600ac30ec,2,8149.92,6834.254999999999,12776.689999999999,10536.07,4,959.32,71.53999999999999,4,123.8825,0,1537.28,Paid,49.0,506,High
Michelle Gates,22,Male,Contract,Public relations account executive,8985.13,Master,Rent,Married,9,Technology,"['Reading', 'Cooking', 'Sports']",e7e9f716-3f16-4af9-89d2-3920cc311872,2,14785.92,8918.865,17894.84,13759.599999999999,2,117.78,73.33,3,250.88666666666668,0,767.31,Paid,119.0,578,High
Reginald Reed,22,Female,Contract,"Engineer, materials",12461.03,Master,Family Home,Married,2,Healthcare,['Music'],147fae61-48c7-4dc4-bf45-58139c2f44eb,1,3919.68,829.33,12820.84,8804.75,3,1151.6599999999999,47.129999999999995,2,163.835,0,841.43,Paid,142.0,537,High
Bradley Graham,29,Male,Fresh Graduate,Occupational hygienist,4774.8,Bachelor,Rent,Single,4,Manufacturing,"['Cooking', 'Reading']",27942f46-bd3b-4912-ba63-e9804e38248b,1,11432.05,5488.89,4746.59,2988.73,2,415.21000000000004,56.32,2,256.93,1,1527.34,Paid,112.0,492,High
Mary Smith,27,Male,Contract,"Teacher, English as a foreign language",6807.06,Bachelor,Family Home,Single,7,Finance,"['Sports', 'Reading']",915f2816-cccf-49cc-a024-f902b925be20,2,15393.65,5834.785000000001,14278.41,11224.61,4,797.76,58.6575,2,274.1,0,1290.4,Paid,106.0,615,Medium
Michele Williams,26,Female,Employed,Electrical engineer,10541.5,Master,Rent,Single,1,Finance,"['Music', 'Cooking', 'Gaming']",9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd,2,7745.34,6863.045,19510.870000000003,14824.75,4,1133.7,60.2425,2,183.94,0,1192.37,Paid,136.0,637,Medium
Amanda Freeman,22,Female,Fresh Graduate,Insurance underwriter,12136.04,Bachelor,Rent,Single,3,Healthcare,['Reading'],569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c,2,16683.78,4597.675,24686.28,17554.4,2,482.92999999999995,73.34,4,171.48000000000002,0,1543.97,Paid,71.0,619,Medium
Hannah Tran,27,Male,Fresh Graduate,Ship broker,3095.52,Bachelor,Rent,Married,7,Finance,"['Fitness', 'Music', 'Sports']",16b7627c-cd36-466c-b0dc-90ace4d33fc3,1,3477.45,3875.24,2963.45,2021.07,3,1161.3000000000002,50.01,3,210.53666666666666,0,754.18,Paid,143.0,600,Medium
Tina Blanchard,22,Male,Fresh Graduate,Graphic designer,6137.03,Master,Rent,Single,0,Finance,"['Sports', 'Gaming', 'Traveling']",e81461da-4d99-44fe-9f18-e259da8a0328,2,27325.61,3970.98,12981.06,9127.17,4,1218.1399999999999,35.725,3,125.42,0,1751.49,Paid,85.0,500,High
Kimberly Nelson,23,Male,Employed,Lobbyist,9197.97,Bachelor,Family Home,Single,3,Healthcare,"['Music', 'Photography', 'Cooking']",b7b0e2f5-40b6-402d-b515-a58ca43439be,2,16246.44,9594.814999999999,19839.16,13689.73,2,529.54,75.46000000000001,2,142.85999999999999,0,1837.31,Paid,144.0,635,Medium
Todd Moore,24,Male,Employed,Print production planner,13281.29,Diploma,Family Home,Single,6,Education,['Fitness'],00602000-b67b-4d7c-8cf7-3fecd320fd04,2,12596.95,4736.145,27948.39,20654.54,4,1363.37,67.535,2,128.26,0,1133.33,Paid,127.0,619,Medium
Kayla Roman,30,Male,Fresh Graduate,Haematologist,4828.27,Diploma,Rent,Married,1,Technology,['Gaming'],c0f7ec4c-f67a-43c5-bc43-739e957ce369,1,3913.0,9075.98,4899.81,2935.42,2,524.88,70.175,3,206.6833333333333,0,1470.34,Paid,128.0,417,High
Frederick Collier,21,Female,Contract,"Journalist, newspaper",7170.18,Diploma,Family Home,Married,5,Finance,"['Gaming', 'Traveling']",0538b0bd-8020-4d21-aed6-431c680670b2,2,2835.09,3503.61,14543.26,9773.619999999999,4,1251.16,41.045,4,98.6575,2,1054.93,Paid,47.0,656,Medium
Heather Alvarado,30,Male,Fresh Graduate,Quarry manager,11817.19,Diploma,Family Home,Single,6,Technology,"['Reading', 'Photography']",2fce4b3f-40e8-4b89-8003-652fd68c3f30,1,2016.65,7432.25,11008.45,8286.93,2,210.33,58.86,2,216.53,0,894.89,Paid,79.0,680,Medium
Mr. Shane Rosario DDS,23,Female,Contract,Clinical cytogeneticist,14284.67,Diploma,Family Home,Married,2,Manufacturing,"['Music', 'Sports', 'Fitness']",cac414b1-9702-45e5-ba0a-79dc271d1f84,1,13342.87,3348.21,14569.64,8877.41,3,700.35,40.699999999999996,4,133.47,0,1114.68,Paid,85.0,579,High
William Mitchell,28,Female,Employed,Ranger/warden,4319.08,Bachelor,Family Home,Married,4,Technology,"['Cooking', 'Music']",857137e9-0e72-4030-93b4-d9600a097088,2,23523.34,5382.3150000000005,8526.76,7065.5,4,911.37,53.8775,4,174.6825,0,1463.09,Pending,107.0,660,Medium
Kimberly Lynn,26,Male,Contract,Immunologist,5350.06,Diploma,Rent,Married,6,Finance,"['Cooking', 'Fitness']",9b0c924d-1060-45d5-8d67-3637b6a5894b,2,20514.98,4110.115,10776.08,8515.289999999999,2,767.31,49.474999999999994,3,142.83,0,1303.94,Pending,135.0,596,High
James Bass,21,Male,Employed,"Pharmacist, hospital",11047.93,Master,Family Home,Single,2,Finance,"['Cooking', 'Photography', 'Sports']",832aaeea-117b-4197-b63f-9e993a7bb2a3,2,10276.52,8553.94,20965.78,16530.7,4,1152.76,46.9,2,129.785,1,890.66,Paid,36.0,591,High
Loretta Molina,24,Female,Fresh Graduate,Publishing rights manager,13905.61,Diploma,Rent,Single,3,Manufacturing,"['Reading', 'Traveling', 'Fitness']",cfb808e5-2b97-4fa2-a574-42a0a02a1c4d,2,6903.29,4233.925,28293.5,19501.9,3,1288.21,26.52,4,161.8625,0,867.1,Paid,64.0,679,Medium
Joe Arnold,28,Male,Contract,Bookseller,2798.88,Diploma,Family Home,Married,7,Technology,"['Fitness', 'Traveling']",af4a7a14-9171-4472-9fbd-4739da8437b4,1,9041.98,6687.63,2884.83,2358.85,2,615.39,53.095,3,191.26,0,1321.19,Paid,41.0,546,High
Michael Cole,25,Male,Employed,Lobbyist,6993.97,Diploma,Family Home,Married,0,Education,"['Sports', 'Music', 'Photography']",4a228af5-1035-4bb0-a1ae-8194d6e6f0fd,2,20906.41,3152.655,14571.94,10618.68,3,704.05,59.19,4,187.29,1,1345.93,Paid,68.0,621,Medium
Mrs. Kathryn Russell,23,Male,Fresh Graduate,"Programmer, multimedia",8385.41,Diploma,Rent,Married,4,Manufacturing,['Photography'],c7e01a23-d333-46eb-8164-006019665eba,1,7672.35,8742.19,8664.7,6709.24,3,916.24,66.44333333333333,2,144.42,0,1611.0,Paid,45.0,524,High
Christian Rosario,26,Female,Fresh Graduate,Network engineer,12124.48,Bachelor,Rent,Single,7,Technology,"['Traveling', 'Fitness', 'Music']",d20cdbea-ee11-4b25-a3dd-f19084d257ab,1,13245.65,9935.94,13018.11,9064.44,3,613.48,53.51333333333334,3,185.50333333333333,0,561.21,Paid,55.0,687,Medium
Gloria Rocha,28,Female,Contract,"Therapist, art",4803.56,Bachelor,Family Home,Married,0,Technology,"['Photography', 'Music', 'Cooking']",ddf1274f-ee5b-452b-8f9e-536487889b58,1,8409.23,3367.79,4624.25,3918.33,3,957.0899999999999,31.026666666666667,3,157.79666666666665,0,1859.9,Paid,90.0,497,High
Christina Jones,27,Female,Contract,"Engineer, electrical",5262.71,Master,Rent,Single,3,Healthcare,"['Gaming', 'Cooking']",cd92490b-acc0-477e-84b5-ac0b40d55228,1,3764.31,3134.19,5727.99,4450.19,4,751.3900000000001,56.769999999999996,3,217.81000000000003,0,967.79,Paid,123.0,610,Medium
Patricia Holmes,28,Male,Fresh Graduate,Drilling engineer,10428.51,Bachelor,Family Home,Single,7,Education,"['Sports', 'Gaming', 'Fitness']",e19ecebb-3b36-46cd-b92f-f2ecc06f9871,2,15359.73,7291.834999999999,21853.96,15009.57,4,1266.94,54.945,4,215.63,1,556.81,Paid,118.0,519,High
Tina Carpenter,24,Female,Employed,Archivist,13563.7,Bachelor,Rent,Single,0,Manufacturing,"['Cooking', 'Fitness']",3842efc9-5c4e-4796-9ff9-53403b4b1339,2,21764.49,8330.005000000001,27347.47,19282.61,2,817.01,53.105000000000004,3,198.42999999999998,0,891.12,Paid,63.0,471,High
Edward Knight,29,Female,Contract,Systems developer,4455.17,Diploma,Family Home,Single,5,Technology,['Cooking'],5a6b133d-9910-4b62-8b48-d52ab8fe4141,1,14876.36,7472.88,4797.73,2960.68,3,967.97,44.52,4,186.055,0,1391.98,Paid,56.0,546,High
Jerry Bright,30,Female,Employed,"Accountant, chartered public finance",7722.78,Diploma,Rent,Single,8,Technology,"['Cooking', 'Music']",99b2538e-7b69-4d10-97ae-345138fa61f9,1,7139.98,8478.71,7010.76,5967.95,4,1238.74,61.3075,2,145.27,0,526.5,Paid,40.0,576,High
Travis Rodriguez,30,Female,Employed,"Engineer, civil (contracting)",8888.03,Diploma,Family Home,Married,2,Finance,['Gaming'],74fcbad9-cdc5-44e3-b370-7a06bce527c5,1,3459.64,958.69,8815.49,7372.73,4,1382.29,49.25,2,272.07500000000005,0,811.66,Pending,47.0,490,High
Amy Barr,24,Male,Employed,Tree surgeon,12209.69,Master,Rent,Single,5,Healthcare,"['Sports', 'Photography']",f7800c9f-5498-4777-9ff7-b043e7df93ef,2,6391.23,5380.99,25169.66,18304.15,4,1159.82,32.417500000000004,2,158.55,0,748.84,Paid,128.0,696,Medium
Benjamin Meyer,22,Male,Fresh Graduate,"Copywriter, advertising",2767.42,Diploma,Family Home,Married,7,Finance,"['Traveling', 'Music']",7b7b435b-2111-485e-b7fe-dcd888ec21f4,2,25120.75,5306.67,5901.96,4194.96,4,1378.56,33.957499999999996,2,253.43,0,1693.89,Paid,92.0,623,Medium
Maria Woodward,21,Male,Fresh Graduate,Furniture designer,7675.47,Diploma,Rent,Married,0,Education,"['Gaming', 'Fitness']",92ae61a6-d5f9-4c7b-9cf0-71494d5f4b8e,1,11212.12,7703.41,7501.02,6267.8,3,570.11,87.17,3,134.67666666666668,1,1749.58,Paid,133.0,439,High
Adam Murray,27,Male,Employed,Administrator,10800.53,Diploma,Family Home,Single,5,Healthcare,"['Sports', 'Music']",00c0e163-4a67-4f7d-adfd-3a5d515fdf3f,1,683.94,7250.89,11138.49,7182.0,2,739.6400000000001,58.57,4,144.635,0,1574.83,Paid,66.0,633,Medium
Robert Morris,26,Female,Employed,"Engineer, communications",13508.37,Diploma,Family Home,Single,6,Education,"['Sports', 'Cooking', 'Music']",aa54ba0c-aab9-4de6-af3c-52e856389d98,2,16095.369999999999,3541.85,25406.49,19694.02,2,672.76,58.915,2,225.195,0,1895.49,Paid,109.0,482,High
Christina Burke,21,Male,Fresh Graduate,Air traffic controller,3878.91,Diploma,Family Home,Married,0,Technology,"['Sports', 'Gaming']",c61eb4e9-4854-4265-ba76-8fe3120a74a0,2,16367.419999999998,6215.674999999999,7691.42,5866.5,4,1142.73,78.3775,4,129.2475,1,1853.36,Paid,87.0,552,High
Nicholas Williams,21,Male,Fresh Graduate,Legal secretary,6957.19,Diploma,Family Home,Single,4,Manufacturing,"['Fitness', 'Sports', 'Gaming']",c1fced79-72fe-40d9-9b51-e847a9b41198,2,22282.9,6258.955,13533.04,10355.14,3,1116.4299999999998,49.78,2,148.56,0,1472.7,Paid,60.0,509,High
James Johnson,27,Male,Contract,"Journalist, magazine",11955.76,Master,Family Home,Single,9,Finance,"['Music', 'Reading']",733abcbc-928b-45cc-a288-ef4aa5953a03,1,14709.54,1998.34,13059.32,8124.19,2,726.0,86.485,2,82.115,0,876.99,Paid,45.0,498,High
Daniel Stein,22,Female,Employed,Data scientist,14419.97,Bachelor,Rent,Single,1,Finance,"['Music', 'Photography', 'Fitness']",bd60c770-60ed-41be-a0fc-db77ce1b0b77,1,4987.42,2995.13,14718.8,10468.26,2,327.26,62.96,3,179.63333333333333,0,522.98,Paid,139.0,560,High
Mark Kim,27,Male,Fresh Graduate,"Engineer, petroleum",3463.18,Bachelor,Family Home,Single,5,Technology,"['Cooking', 'Music', 'Fitness']",d12be4a3-aa80-4a3b-b242-a68a6545b106,1,6699.71,4688.68,3728.26,2419.82,3,871.94,37.776666666666664,4,174.495,1,1221.49,Paid,70.0,593,High
Ruben Jones,22,Male,Contract,Magazine journalist,5958.88,Master,Family Home,Single,9,Healthcare,['Traveling'],33856d8c-b905-470d-a089-d11080758773,2,6017.85,4803.57,11267.52,10529.42,2,783.64,52.144999999999996,3,153.76666666666668,0,1605.4,Paid,120.0,533,High
