provider,account_number,monthly_amount,payment_status,user_id,payment_history
Tenaga Nasional,73283489,224.47,Paid,35305eee-3d0f-40e4-9786-762d36339665,"[{""month"": ""2024-11"", ""amount"": 283.54, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 340.32, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 225.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 315.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 152.38, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 464.08, ""status"": ""Paid""}]"
Maxis,91897678,110.09,Paid,8da92171-49c2-42fd-bf6a-e3e29cd2893d,"[{""month"": ""2024-11"", ""amount"": 189.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 153.47, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 490.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 187.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 469.39, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 387.89, ""status"": ""Paid""}]"
Tenaga Nasional,91710308,144.22,Paid,8da92171-49c2-42fd-bf6a-e3e29cd2893d,"[{""month"": ""2024-11"", ""amount"": 475.82, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 478.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 98.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 434.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 285.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 86.17, ""status"": ""Paid""}]"
Tenaga Nasional,8523840,75.3,Paid,8da92171-49c2-42fd-bf6a-e3e29cd2893d,"[{""month"": ""2024-11"", ""amount"": 153.56, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 407.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 379.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 193.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 265.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 86.26, ""status"": ""Late""}]"
Indah Water,18015582,145.47,Paid,8da92171-49c2-42fd-bf6a-e3e29cd2893d,"[{""month"": ""2024-11"", ""amount"": 134.2, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 289.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 83.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 337.26, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 98.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 352.61, ""status"": ""Pending""}]"
Air Selangor,17936229,152.1,Paid,0512feca-5e84-4217-8e8e-8fe2516104ee,"[{""month"": ""2024-11"", ""amount"": 400.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 101.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 276.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 295.37, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 436.81, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 140.07, ""status"": ""Paid""}]"
Air Selangor,10809501,56.63,Paid,0512feca-5e84-4217-8e8e-8fe2516104ee,"[{""month"": ""2024-11"", ""amount"": 427.87, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 494.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 122.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 244.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 75.33, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 291.3, ""status"": ""Paid""}]"
Unifi,82880346,91.56,Paid,0512feca-5e84-4217-8e8e-8fe2516104ee,"[{""month"": ""2024-11"", ""amount"": 256.34, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 442.6, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 123.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 409.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 225.07, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 302.75, ""status"": ""Pending""}]"
Tenaga Nasional,31657524,102.01,Paid,4ff813b0-3506-4edd-a492-19aafdfe69a9,"[{""month"": ""2024-11"", ""amount"": 307.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 303.22, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 232.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 304.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 345.54, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 137.09, ""status"": ""Paid""}]"
Unifi,23502751,121.53,Paid,4ff813b0-3506-4edd-a492-19aafdfe69a9,"[{""month"": ""2024-11"", ""amount"": 73.32, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 62.38, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 428.31, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 305.5, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 177.75, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 236.83, ""status"": ""Paid""}]"
Air Selangor,43917703,58.6,Paid,21aba3de-d392-4250-8b1b-fcc23f8790ae,"[{""month"": ""2024-11"", ""amount"": 270.87, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 410.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 489.58, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 405.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 309.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 433.36, ""status"": ""Paid""}]"
Indah Water,32123392,88.29,Paid,21aba3de-d392-4250-8b1b-fcc23f8790ae,"[{""month"": ""2024-11"", ""amount"": 473.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 469.84, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 125.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 178.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 226.16, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 108.55, ""status"": ""Paid""}]"
Air Selangor,94393985,154.31,Paid,444c2ef0-de17-4026-86fd-c8d877e3ecd0,"[{""month"": ""2024-11"", ""amount"": 494.26, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 178.74, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 439.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 372.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 80.67, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 474.64, ""status"": ""Paid""}]"
Air Selangor,35437495,224.62,Paid,444c2ef0-de17-4026-86fd-c8d877e3ecd0,"[{""month"": ""2024-11"", ""amount"": 267.43, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 196.58, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 74.03, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 166.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 73.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 105.04, ""status"": ""Paid""}]"
Time Internet,59579364,281.14,Overdue,444c2ef0-de17-4026-86fd-c8d877e3ecd0,"[{""month"": ""2024-11"", ""amount"": 91.7, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 275.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 477.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 236.97, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 378.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 82.68, ""status"": ""Paid""}]"
Time Internet,37837236,62.86,Overdue,444c2ef0-de17-4026-86fd-c8d877e3ecd0,"[{""month"": ""2024-11"", ""amount"": 171.49, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 245.56, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 360.26, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 488.23, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 76.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 235.26, ""status"": ""Paid""}]"
Tenaga Nasional,51524104,249.8,Paid,4be46443-94a3-4e5b-9d00-fd5555b21726,"[{""month"": ""2024-11"", ""amount"": 127.68, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 325.31, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 278.72, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 111.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 297.93, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 104.66, ""status"": ""Paid""}]"
Air Selangor,79714742,113.48,Paid,4be46443-94a3-4e5b-9d00-fd5555b21726,"[{""month"": ""2024-11"", ""amount"": 50.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 95.85, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 495.9, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 86.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 290.53, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 242.13, ""status"": ""Paid""}]"
Maxis,72600293,277.88,Paid,cdf0639b-c20f-45e9-91b2-32e41457b469,"[{""month"": ""2024-11"", ""amount"": 215.69, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 86.2, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 497.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 123.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 406.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 148.8, ""status"": ""Paid""}]"
Maxis,6981167,56.53,Paid,cdf0639b-c20f-45e9-91b2-32e41457b469,"[{""month"": ""2024-11"", ""amount"": 64.42, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 301.86, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 97.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 129.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 225.41, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 153.46, ""status"": ""Paid""}]"
Time Internet,95237222,292.62,Paid,cdf0639b-c20f-45e9-91b2-32e41457b469,"[{""month"": ""2024-11"", ""amount"": 75.39, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 398.7, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 209.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 246.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 113.62, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 494.3, ""status"": ""Paid""}]"
Time Internet,7103111,230.8,Paid,cdf0639b-c20f-45e9-91b2-32e41457b469,"[{""month"": ""2024-11"", ""amount"": 378.72, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 239.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 313.99, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 411.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 206.21, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 132.89, ""status"": ""Paid""}]"
Time Internet,1996214,207.71,Paid,27169278-5daa-4e1a-8080-fa1842ecbf67,"[{""month"": ""2024-11"", ""amount"": 490.73, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 166.35, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 232.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 461.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 428.9, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 328.31, ""status"": ""Paid""}]"
Maxis,78597159,87.08,Paid,27169278-5daa-4e1a-8080-fa1842ecbf67,"[{""month"": ""2024-11"", ""amount"": 354.13, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 333.69, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 317.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 385.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 180.53, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 370.73, ""status"": ""Paid""}]"
Tenaga Nasional,15650480,207.45,Paid,98ca46e8-dc3e-4f45-8107-f17e3086c10c,"[{""month"": ""2024-11"", ""amount"": 277.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 473.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 79.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 73.51, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 70.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 56.28, ""status"": ""Paid""}]"
Maxis,9012869,120.71,Paid,98ca46e8-dc3e-4f45-8107-f17e3086c10c,"[{""month"": ""2024-11"", ""amount"": 268.01, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 443.06, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 301.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 224.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 465.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 400.4, ""status"": ""Paid""}]"
Unifi,42202641,132.86,Paid,98ca46e8-dc3e-4f45-8107-f17e3086c10c,"[{""month"": ""2024-11"", ""amount"": 75.04, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 179.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 490.4, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 147.03, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 269.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 226.97, ""status"": ""Paid""}]"
Tenaga Nasional,54436142,228.77,Paid,98ca46e8-dc3e-4f45-8107-f17e3086c10c,"[{""month"": ""2024-11"", ""amount"": 280.37, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 250.87, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 79.07, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 338.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 238.06, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 340.02, ""status"": ""Paid""}]"
Tenaga Nasional,82532909,119.86,Paid,83e18439-1fff-43aa-80f6-48d51492fdb5,"[{""month"": ""2024-11"", ""amount"": 190.83, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 92.49, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 177.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 123.7, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 80.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 188.06, ""status"": ""Paid""}]"
Time Internet,80038248,151.9,Paid,83e18439-1fff-43aa-80f6-48d51492fdb5,"[{""month"": ""2024-11"", ""amount"": 488.09, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 345.29, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 146.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 311.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 75.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 379.26, ""status"": ""Paid""}]"
Indah Water,6452593,254.33,Paid,34a41733-5d66-4d34-95ee-5906679b4e32,"[{""month"": ""2024-11"", ""amount"": 281.68, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 93.08, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 454.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 174.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 378.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 138.68, ""status"": ""Paid""}]"
Indah Water,53065776,163.05,Paid,34a41733-5d66-4d34-95ee-5906679b4e32,"[{""month"": ""2024-11"", ""amount"": 150.56, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 192.03, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 80.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 391.67, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 116.27, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 182.84, ""status"": ""Paid""}]"
Air Selangor,65429475,116.58,Paid,34a41733-5d66-4d34-95ee-5906679b4e32,"[{""month"": ""2024-11"", ""amount"": 434.49, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 250.38, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 126.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 281.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 376.35, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 325.43, ""status"": ""Paid""}]"
Unifi,27091289,246.0,Paid,b582112e-cbeb-4222-9716-f82d6e1ea30b,"[{""month"": ""2024-11"", ""amount"": 165.94, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 71.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 149.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 418.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 126.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 80.24, ""status"": ""Paid""}]"
Unifi,81698376,225.99,Paid,b582112e-cbeb-4222-9716-f82d6e1ea30b,"[{""month"": ""2024-11"", ""amount"": 393.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 220.45, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 358.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 105.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 314.1, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 389.18, ""status"": ""Paid""}]"
Unifi,87052419,195.22,Paid,b582112e-cbeb-4222-9716-f82d6e1ea30b,"[{""month"": ""2024-11"", ""amount"": 112.01, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 339.07, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 58.91, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 225.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 55.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 157.21, ""status"": ""Paid""}]"
Indah Water,69758319,198.7,Overdue,b582112e-cbeb-4222-9716-f82d6e1ea30b,"[{""month"": ""2024-11"", ""amount"": 492.58, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 98.85, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 496.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 192.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 486.65, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 454.18, ""status"": ""Paid""}]"
Unifi,16302191,265.1,Paid,d84841b9-4b02-46d0-b361-079f6894e72c,"[{""month"": ""2024-11"", ""amount"": 498.62, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 230.59, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 478.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 288.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 280.81, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 410.98, ""status"": ""Paid""}]"
Maxis,37639750,294.59,Paid,d84841b9-4b02-46d0-b361-079f6894e72c,"[{""month"": ""2024-11"", ""amount"": 286.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 404.46, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 434.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 475.46, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 320.66, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 491.4, ""status"": ""Paid""}]"
Unifi,34296568,265.67,Paid,6f1b29ab-396a-4613-ac3e-60418bce3644,"[{""month"": ""2024-11"", ""amount"": 143.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 301.6, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 130.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 432.34, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 346.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 498.94, ""status"": ""Paid""}]"
Maxis,54649788,145.65,Paid,6f1b29ab-396a-4613-ac3e-60418bce3644,"[{""month"": ""2024-11"", ""amount"": 164.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 274.75, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 244.11, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 393.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 170.92, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 338.75, ""status"": ""Paid""}]"
Unifi,8539003,235.19,Paid,6f1b29ab-396a-4613-ac3e-60418bce3644,"[{""month"": ""2024-11"", ""amount"": 326.87, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 97.96, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 225.71, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 155.47, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 153.39, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 483.65, ""status"": ""Paid""}]"
Unifi,51748048,71.34,Pending,51f991cc-6961-4360-8082-800d8114bba2,"[{""month"": ""2024-11"", ""amount"": 206.27, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 91.53, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 67.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 423.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 94.62, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 243.83, ""status"": ""Paid""}]"
Unifi,27013,149.66,Paid,51f991cc-6961-4360-8082-800d8114bba2,"[{""month"": ""2024-11"", ""amount"": 244.11, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 437.35, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 402.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 459.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 288.95, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 237.95, ""status"": ""Paid""}]"
Indah Water,30996436,291.18,Paid,51f991cc-6961-4360-8082-800d8114bba2,"[{""month"": ""2024-11"", ""amount"": 435.13, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 282.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 242.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 310.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 349.55, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 109.16, ""status"": ""Paid""}]"
Air Selangor,14481841,160.96,Paid,07475999-d3d8-4514-b9f6-139287d98bf5,"[{""month"": ""2024-11"", ""amount"": 81.39, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 189.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 106.45, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 474.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 222.36, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 73.27, ""status"": ""Paid""}]"
Indah Water,15236823,295.49,Paid,07475999-d3d8-4514-b9f6-139287d98bf5,"[{""month"": ""2024-11"", ""amount"": 187.9, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 249.94, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 333.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 212.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 249.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 304.67, ""status"": ""Paid""}]"
Indah Water,58145487,116.56,Paid,07475999-d3d8-4514-b9f6-139287d98bf5,"[{""month"": ""2024-11"", ""amount"": 362.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 326.6, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 358.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 291.14, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 267.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 242.09, ""status"": ""Paid""}]"
Air Selangor,70318355,70.57,Paid,2fe77c0a-a17e-4336-87d6-9cf81e35acb2,"[{""month"": ""2024-11"", ""amount"": 70.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 420.38, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 131.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 254.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 496.29, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 92.36, ""status"": ""Paid""}]"
Maxis,56664024,74.04,Paid,2fe77c0a-a17e-4336-87d6-9cf81e35acb2,"[{""month"": ""2024-11"", ""amount"": 217.35, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 400.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 82.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 241.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 178.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 160.69, ""status"": ""Paid""}]"
Tenaga Nasional,76930946,122.15,Paid,2fe77c0a-a17e-4336-87d6-9cf81e35acb2,"[{""month"": ""2024-11"", ""amount"": 336.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 432.45, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 427.58, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 184.95, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 217.95, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 317.07, ""status"": ""Paid""}]"
